title,description,content,publishedAt,url,source,topic,date,clean_text,sentiment_gemini,sentiment_score
"Dybala contract, Allegri’s role, Premier League want Dumfries ","The sixth day of the championship continues after Sassuolo's away victory, which won 1-0 at Bentegodi against Verona.Watch the entire Serie BKT live with LaB Channel on OneFootball. Click here to purc...","The sixth day of the championship continues after Sassuolo's away victory, which won 1-0 at Bentegodi against Verona.
Watch the entire Serie BKT live with LaB Channel on OneFootball. Click here to p… [+4318 chars]",2025-10-04T12:31:00Z,https://onefootball.com/en/news/dybala-contract-allegris-role-premier-league-want-dumfries-41759922,Onefootball.com,Artificial Intelligence,2025-10-04,"Dybala contract, Allegris role, Premier League want Dumfries The sixth day of the championship continues after Sassuolo's away victory, which won 1-0 at Bentegodi against Verona.Watch the entire Serie BKT live with LaB Channel on OneFootball. Click here to purc...",Neutral,0.0
Fox News AI Newsletter: Trump order harnesses AI to fight childhood cancer,Executive order signed by President Donald Trump tasks Robert F. Kennedy Jr.'s MAHA Commission with using AI to find new cures for childhood cancers.,"Welcome to Fox News Artificial Intelligence newsletter with the latest AI technology advancements.
IN TODAYS NEWSLETTER:
- Trump signs executive order to harness AI in fight against childhood cance… [+2533 chars]",2025-10-04T12:30:59Z,https://www.foxnews.com/tech/ai-newsletter-trump-order-harnesses-ai-fight-childhood-cancer,Fox News,Artificial Intelligence,2025-10-04,Fox News AI Newsletter: Trump order harnesses AI to fight childhood cancer Executive order signed by President Donald Trump tasks Robert F. Kennedy Jr.'s MAHA Commission with using AI to find new cures for childhood cancers.,Neutral,0.0
 Pitch invasion during the match: fans protest against club boss,The fans of English second-tier club Sheffield Wednesday have once again brought their protest against club boss Dejphon Chansiri to the stadium. After there were already protests with tennis balls in...,The fans of English second-tier club Sheffield Wednesday have once again brought their protest against club boss Dejphon Chansiri to the stadium. After there were already protests with tennis balls i… [+1190 chars],2025-10-04T12:30:00Z,https://onefootball.com/en/news/pitch-invasion-during-the-match-fans-protest-against-club-boss-41759920,Onefootball.com,Artificial Intelligence,2025-10-04,Pitch invasion during the match: fans protest against club boss The fans of English second-tier club Sheffield Wednesday have once again brought their protest against club boss Dejphon Chansiri to the stadium. After there were already protests with tennis balls in...,Neutral,0.0
Trump is reviving large sales of coal from public lands. Will anyone want it?,"BILLINGS, Mont. (AP) — U.S. officials in the coming days are set to hold the government’s biggest coal sales in more than a decade, offering 600 million tons from publicly owned reserves next to strip mines in Montana and Wyoming. The sales are a signature pi…","Interior Secretary Doug Burgum said Monday that the administration is opening more than 20,000 square miles (52,000 square kilometers) of federal lands to mining. That is an area bigger than New Hamp… [+3398 chars]",2025-10-04T12:22:22Z,https://financialpost.com/pmn/trump-is-reviving-large-sales-of-coal-from-public-lands-will-anyone-want-it,Financial Post,Artificial Intelligence,2025-10-04,"Trump is reviving large sales of coal from public lands. Will anyone want it? BILLINGS, Mont. AP U.S. officials in the coming days are set to hold the governments biggest coal sales in more than a decade, offering 600 million tons from publicly owned reserves next to strip mines in Montana and Wyoming. The sales are a signature pi",Neutral,0.0
Trump wants to mine more coal from public lands as appetite for it lags,U.S. officials in coming days are set to hold the government’s biggest coal sales in more than a decade. About 600 million tons of the fuel will be auctioned from publicly owned reserves next to strip mines in Montana and Wyoming. Data analyzed by The Associa…,"BILLINGS, Mont. (AP) U.S. officials in the coming days are set to hold the governments biggest coal sales in more than a decade, offering 600 million tons from publicly owned reserves next to strip m… [+7299 chars]",2025-10-04T12:19:33Z,https://apnews.com/article/trump-coal-public-lands-sales-3239c138a851b157c340fe3f5d1fc600,Associated Press,Artificial Intelligence,2025-10-04,Trump wants to mine more coal from public lands as appetite for it lags U.S. officials in coming days are set to hold the governments biggest coal sales in more than a decade. About 600 million tons of the fuel will be auctioned from publicly owned reserves next to strip mines in Montana and Wyoming. Data analyzed by The Associa,Neutral,0.0
Trump is reviving large sales of coal from public lands. Will anyone want it?,"U.S. officials in the coming days are set to hold the government's biggest coal sales in more than a decade, offering 600 million tons from publicly owned...","BILLINGS, Mont. (AP) U.S. officials in the coming days are set to hold the government's biggest coal sales in more than a decade, offering 600 million tons from publicly owned reserves next to strip … [+7309 chars]",2025-10-04T12:19:33Z,https://finance.yahoo.com/news/trump-reviving-large-sales-coal-121933968.html,Yahoo Entertainment,Artificial Intelligence,2025-10-04,"Trump is reviving large sales of coal from public lands. Will anyone want it? U.S. officials in the coming days are set to hold the government's biggest coal sales in more than a decade, offering 600 million tons from publicly owned...",Neutral,0.0
 This week’s kit news ,"Official announcements, leaks, and great finds: OneFootball provides a complete update on this week's jersey news. 2026 World Cup: Adidas jerseys leakedSponsored by Adidas, Alessandro Del Piero pl...","Official announcements, leaks, and great finds: OneFootball provides a complete update on this week's jersey news.
This browser is not supported, please use a different one or install the app
2026 … [+973 chars]",2025-10-04T12:17:00Z,https://onefootball.com/en/news/this-weeks-kit-news-41759859,Onefootball.com,Artificial Intelligence,2025-10-04,"This weeks kit news Official announcements, leaks, and great finds: OneFootball provides a complete update on this week's jersey news. 2026 World Cup: Adidas jerseys leakedSponsored by Adidas, Alessandro Del Piero pl...",Neutral,0.0
From Earth to orbit: Jeff Bezos outlines bold vision for space-based data centres,Jeff Bezos projects space data centres within two decades. These facilities will operate with energy efficiency and reliability. They will use constant solar power. Bezos sees this as a next step for space infrastructure. Orbital centres will support the comp…,"Amazon founder and executive chair Jeff Bezos has projected that data centres could be built in space within the next 10 to 20 years. Speaking at the Italian Tech Week in Turin, he stated that space-… [+3124 chars]",2025-10-04T12:15:20Z,https://economictimes.indiatimes.com/news/new-updates/from-earth-to-orbit-jeff-bezos-outlines-bold-vision-for-space-based-data-centres/articleshow/124307397.cms,The Times of India,Artificial Intelligence,2025-10-04,From Earth to orbit: Jeff Bezos outlines bold vision for space-based data centres Jeff Bezos projects space data centres within two decades. These facilities will operate with energy efficiency and reliability. They will use constant solar power. Bezos sees this as a next step for space infrastructure. Orbital centres will support the comp,Neutral,0.0
"French star  finally scores, ending a six-month goal drought ","The renaissance?This Saturday noon, Tottenham is visiting Leeds for the 7th matchday of the Premier League. The Spurs opened the score after 25 minutes of play thanks to a magnificent goal signed... M...","The renaissance?
This browser is not supported, please use a different one or install the app
This Saturday noon, Tottenham is visiting Leeds for the 7th matchday of the Premier League.
The Spurs … [+787 chars]",2025-10-04T12:07:00Z,https://onefootball.com/en/news/french-star-finally-scores-ending-a-six-month-goal-drought-41759812,Onefootball.com,Artificial Intelligence,2025-10-04,"French star finally scores, ending a six-month goal drought The renaissance?This Saturday noon, Tottenham is visiting Leeds for the 7th matchday of the Premier League. The Spurs opened the score after 25 minutes of play thanks to a magnificent goal signed... M...",Neutral,0.0
China Holds 15% of Global AI Firms as Industry Value Tops RMB 900 Billion,"China’s artificial intelligence (AI) industry surpassed RMB 900 billion (US$124 billion) in 2024, marking a 24% year-on-year increase, according to new data from the China Academy of Information and Communications Technology (CAICT). As of September 2025, Chi…","Chinas artificial intelligence (AI) industry surpassed RMB 900 billion (US$124 billion) in 2024, marking a 24% year-on-year increase, according to new data from the China Academy of Information and C… [+726 chars]",2025-10-04T12:05:26Z,http://technode.com/2025/10/04/china-holds-15-of-global-ai-firms-as-industry-value-tops-rmb-900-billion/,TechNode,Artificial Intelligence,2025-10-04,"China Holds 15 of Global AI Firms as Industry Value Tops RMB 900 Billion Chinas artificial intelligence AI industry surpassed RMB 900 billion US124 billion in 2024, marking a 24 year-on-year increase, according to new data from the China Academy of Information and Communications Technology CAICT. As of September 2025, Chi",Neutral,0.0
AI systems are the perfect companions for cheaters and liars finds groundbreaking research on dishonesty,"AI agents were far more likely than their human counterparts to cheat when asked, study found.",<ul><li>AI study finds machines more likely than humans to follow dishonest instructions</li><li>Researchers warn that delegating to AI lowers moral cost of cheating</li><li>Guardrails reduce but don… [+3058 chars],2025-10-04T12:01:00Z,https://www.techradar.com/pro/ai-systems-are-the-perfect-companions-for-cheaters-and-liars-finds-groundbreaking-research-on-dishonesty,TechRadar,Artificial Intelligence,2025-10-04,"AI systems are the perfect companions for cheaters and liars finds groundbreaking research on dishonesty AI agents were far more likely than their human counterparts to cheat when asked, study found.",Neutral,0.0
The One UI 8.5 leaks that has us most excited about the Samsung Galaxy S26,"We analyze One UI 8.5 leaks and what they reveal about the Galaxy S26, plus news of Handoff coming to Android & a new Pixel Watch feature.","00:00 Mishaal Rahman: The floodgates have opened for One UI 8.5 leaks, giving us an early glimpse of the software features that will arrive on the Samsung Galaxy S26.
00:08 C. Scott Brown: And Googl… [+55325 chars]",2025-10-04T12:00:16Z,https://www.androidauthority.com/authority-insights-podcast-007-3603279/,Android Authority,Artificial Intelligence,2025-10-04,"The One UI 8.5 leaks that has us most excited about the Samsung Galaxy S26 We analyze One UI 8.5 leaks and what they reveal about the Galaxy S26, plus news of Handoff coming to Android a new Pixel Watch feature.",Neutral,0.0
AI Sam Altman and the Sora copyright gamble: 'I hope Nintendo doesn't sue us',"CNBC has seen videos of characters from shows like ""SpongeBob SquarePants"" on the platform and was able to independently generate other characters.","OpenAI launched short-form video app Sora this week, and users have flooded the platform with artificial intelligence-generated clips of popular brands and animated characters.
The startup could soo… [+4979 chars]",2025-10-04T12:00:01Z,https://www.cnbc.com/2025/10/04/sora-openai-video-app.html,CNBC,Artificial Intelligence,2025-10-04,AI Sam Altman and the Sora copyright gamble: 'I hope Nintendo doesn't sue us' CNBC has seen videos of characters from shows like SpongeBob SquarePants on the platform and was able to independently generate other characters.,Neutral,0.0
Top 10 Human-Centered Change & Innovation Articles of September 2025,"Drum roll please… At the beginning of each month, we will profile the ten articles from the previous month that generated the most traffic to Human-Centered Change & Innovation. Did your favorite make the cut? But enough delay, here are September’s ten most p…","Drum roll please
At the beginning of each month, we will profile the ten articles from the previous month that generated the most traffic to Human-Centered Change &amp; Innovation. Did your favorite… [+1767 chars]",2025-10-04T12:00:00Z,https://bradenkelley.com/2025/10/top-10-human-centered-change-innovation-articles-of-september-2025/,Bradenkelley.com,Artificial Intelligence,2025-10-04,"Top 10 Human-Centered Change Innovation Articles of September 2025 Drum roll please At the beginning of each month, we will profile the ten articles from the previous month that generated the most traffic to Human-Centered Change Innovation. Did your favorite make the cut? But enough delay, here are Septembers ten most p",Neutral,0.0
"National Journalist Association vital for RI, minister says",Communication and Digital Affairs Minister Meutya Hafid stressed the vital role of the National Journalist Association (PWI) for Indonesia&#39;s press at ...,Solo (ANTARA) - Communication and Digital Affairs Minister Meutya Hafid stressed the vital role of the National Journalist Association (PWI) for Indonesia's press at PWI's management board inaugurati… [+3029 chars],2025-10-04T11:52:24Z,https://en.antaranews.com/news/384177/national-journalist-association-vital-for-ri-minister-says,Antaranews.com,Artificial Intelligence,2025-10-04,"National Journalist Association vital for RI, minister says Communication and Digital Affairs Minister Meutya Hafid stressed the vital role of the National Journalist Association PWI for Indonesia;s press at ...",Neutral,0.0
Bezos says AI spending boom is a bubble that will pay off,"Jeff Bezos warns that current AI spending resembles an ""industrial bubble,"" where both good and bad ideas receive funding, potentially leading to lost investments. However, he asserts AI will profoundly change every industry and boost global productivity. Bez…",Amazon.com Inc. Chairman Jeff Bezos said that the spending on artificial intelligence resembles an industrial bubble that could lead to lost investment but will also make society better off. When peo… [+2098 chars],2025-10-04T11:51:09Z,https://economictimes.indiatimes.com/tech/artificial-intelligence/bezos-says-ai-spending-boom-is-a-bubble-that-will-pay-off/articleshow/124307210.cms,The Times of India,Artificial Intelligence,2025-10-04,"Bezos says AI spending boom is a bubble that will pay off Jeff Bezos warns that current AI spending resembles an industrial bubble, where both good and bad ideas receive funding, potentially leading to lost investments. However, he asserts AI will profoundly change every industry and boost global productivity. Bez",Neutral,0.0
Apple Glasses Rumored For Next Year With These Features,"The Apple Glasses are coming next year, according to rumors, and it will bring new features for users who'll purchase to enjoy.","The main priority of Apple now is its upcoming Apple Glasses that have been rumored for release next year.
The Apple Glasses is said to be an AI-first device, with the machine learning technology be… [+2060 chars]",2025-10-04T11:30:20Z,https://www.ibtimes.com/apple-glasses-rumored-next-year-these-features-3785562,International Business Times,Artificial Intelligence,2025-10-04,"Apple Glasses Rumored For Next Year With These Features The Apple Glasses are coming next year, according to rumors, and it will bring new features for users who'll purchase to enjoy.",Neutral,0.0
"EPA's job is to protect America's air, water and land. Here's how a shutdown affects that","During the shutdown, essential EPA staff will continue to work, but many functions will cease. That could lead to increased pollution risks and halted cleanup efforts.","A person walks past the headquarters building of the Environmental Protection Agency, March 12, in Washington.
Mark Schiefelbein, Associated Press
WASHINGTON The Environmental Protection Agency was… [+12262 chars]",2025-10-04T11:30:00Z,https://roanoke.com/news/nation-world/government-politics/article_79dedb03-42b6-583e-9e62-f69d7c03bc85.html,Roanoke Times,Artificial Intelligence,2025-10-04,"EPA's job is to protect America's air, water and land. Here's how a shutdown affects that During the shutdown, essential EPA staff will continue to work, but many functions will cease. That could lead to increased pollution risks and halted cleanup efforts.",Neutral,0.0
Border Patrol Is Searching Phones: What Travelers Should Know,"Device searches at U.S. borders are at an all-time high, according to latest data.","If a U.S. border official questions you about what is on your phone, you need to be prepared by knowing your rights if you refuse to comply. 
Entering the U.S. as a traveler feels riskier than ever.… [+9947 chars]",2025-10-04T11:16:53Z,https://www.huffpost.com/entry/does-border-patrol-have-the-right-to-go-through-your-phone-here-are-the-alarming-facts-goog_n_68de91b7e4b061482224073c,HuffPost,Artificial Intelligence,2025-10-04,"Border Patrol Is Searching Phones: What Travelers Should Know Device searches at U.S. borders are at an all-time high, according to latest data.",Neutral,0.0
"PFG Investments LLC Has $733,000 Stock Holdings in Snowflake Inc. $SNOW","PFG Investments LLC trimmed its stake in Snowflake Inc. (NYSE:SNOW – Free Report) by 2.7% in the second quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The institutional investor owned 3,275 shares of…","PFG Investments LLC trimmed its stake in Snowflake Inc. (NYSE:SNOW – Free Report) by 2.7% in the second quarter, according to the company in its most recent disclosure with the Securities &amp; Excha… [+6175 chars]",2025-10-04T11:16:48Z,https://www.etfdailynews.com/2025/10/04/pfg-investments-llc-has-733000-stock-holdings-in-snowflake-inc-snow/,ETF Daily News,Artificial Intelligence,2025-10-04,"PFG Investments LLC Has 733,000 Stock Holdings in Snowflake Inc. SNOW PFG Investments LLC trimmed its stake in Snowflake Inc. NYSE:SNOW Free Report by 2.7 in the second quarter, according to the company in its most recent disclosure with the Securities Exchange Commission. The institutional investor owned 3,275 shares of",Neutral,0.0
Buzz Club on the march: Lessons from Icon League's first matchday,"The opening matchday of the new Icon League season had it all: clear results, strong performances, and the first indications of where the journey might lead this year. On Monday, October 6th, the seco...","The opening matchday of the new Icon League season had it all: clear results, strong performances, and the first indications of where the journey might lead this year. On Monday, October 6th, the sec… [+2477 chars]",2025-10-04T11:10:00Z,https://onefootball.com/en/news/buzz-club-on-the-march-lessons-from-icon-leagues-first-matchday-41759606,Onefootball.com,Artificial Intelligence,2025-10-04,"Buzz Club on the march: Lessons from Icon League's first matchday The opening matchday of the new Icon League season had it all: clear results, strong performances, and the first indications of where the journey might lead this year. On Monday, October 6th, the seco...",Neutral,0.0
Zoom Meetings Aboard the USS Enterprise,"Artificial intelligence lent a hand in showing us what Star Trek would be like if it were more like 21st century life on earth. Remote work meetings by Zoom have become all too common, even though they are often useless, even when you can get them to work pro…","Artificial intelligence lent a hand in showing us what Star Trek would be like if it were more like 21st century life on earth. Remote work meetings by Zoom have become all too common, even though th… [+724 chars]",2025-10-04T11:06:55Z,https://www.neatorama.com/2025/10/04/Zoom-Meetings-Aboard-the-USS-Enterprise/,Neatorama.com,Artificial Intelligence,2025-10-04,"Zoom Meetings Aboard the USS Enterprise Artificial intelligence lent a hand in showing us what Star Trek would be like if it were more like 21st century life on earth. Remote work meetings by Zoom have become all too common, even though they are often useless, even when you can get them to work pro",Neutral,0.0
Show HN: Unstable Singularity Detector,"### Why I built- Earlier this year, DeepMind published groundbreaking work on detecting unstablesingularities in fluid dynamics—one of the deepest open problems in mathematicalphysics (arXiv:2509.14185).- The challenge? No public code.
- Extreme numerical pre…","Independent re-implementation of unstable singularity detection methods inspired by DeepMind research
Based on the paper ""Discovering new solutions to century-old problems in fluid dynamics"" (blog p… [+21708 chars]",2025-10-04T12:15:15Z,https://github.com/Flamehaven/unstable-singularity-detector,Github.com,Machine Learning,2025-10-04,"Show HN: Unstable Singularity Detector Why I built- Earlier this year, DeepMind published groundbreaking work on detecting unstablesingularities in fluid dynamicsone of the deepest open problems in mathematicalphysics arXiv:2509.14185.- The challenge? No public code.- Extreme numerical pre",Neutral,0.0
dragon-ml-toolbox 10.2.1,A collection of tools for data science and machine learning projects.,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",2025-10-04T11:25:40Z,https://pypi.org/project/dragon-ml-toolbox/10.2.1/,Pypi.org,Machine Learning,2025-10-04,dragon-ml-toolbox 10.2.1 A collection of tools for data science and machine learning projects.,Neutral,0.0
"Despite AI-related job loss fears, tech hiring holds steady - and here are the most in-demand skills","Two recent surveys, from ManpowerGroup and UpWork, show optimism for tech-related hiring for both jobs and gigs, now and into the remainder of the quarter.","NeoLeo/iStock / Getty Images Plus
Follow ZDNET: Add us as a preferred source on Google.
ZDNET's key takeaways
<ul><li>Tech hiring for the next quarter is steady compared to a year ago.</li><li>AI … [+5774 chars]",2025-10-04T10:00:32Z,https://www.zdnet.com/article/despite-ai-related-job-loss-fears-tech-hiring-holds-steady-and-here-are-the-most-in-demand-skills/,ZDNet,Machine Learning,2025-10-04,"Despite AI-related job loss fears, tech hiring holds steady - and here are the most in-demand skills Two recent surveys, from ManpowerGroup and UpWork, show optimism for tech-related hiring for both jobs and gigs, now and into the remainder of the quarter.",Neutral,0.0
"Gear News of the Week: Adobe Premiere Lands on iPhone, and Nothing Lets You Design Your Own Widgets","Plus: Whoop lets you order blood tests, Arlo refreshes its security camera lineup, and Roland unveils a new analog drum machine.","Adobe has had a busy year designing and redesigning a number of its most popular apps for mobile, and Premiere for iPhone is the latesta mobile-first video editing workflow that adapts most of the to… [+4821 chars]",2025-10-04T10:00:00Z,https://www.wired.com/story/gear-news-of-the-week-adobe-premiere-lands-on-iphone-and-nothing-lets-you-design-your-own-widgets/,Wired,Machine Learning,2025-10-04,"Gear News of the Week: Adobe Premiere Lands on iPhone, and Nothing Lets You Design Your Own Widgets Plus: Whoop lets you order blood tests, Arlo refreshes its security camera lineup, and Roland unveils a new analog drum machine.",Neutral,0.0
Show HN: The Little Book of Maths for LLMs-The maths you need to understand LLMs,"Article URL: https://little-book-of.github.io/maths-for-llms/books/en-US/book.html
Comments URL: https://news.ycombinator.com/item?id=45471893
Points: 2
# Comments: 1","Licensed under CC BY-NC-SA 4.0.This is a book about how numbers learn to speak.Inside, youll find the gentle mathematics that powers every large language model,from simple counting and geometry to pr… [+331641 chars]",2025-10-04T09:07:32Z,https://little-book-of.github.io/maths-for-llms/books/en-US/book.html,Github.io,Machine Learning,2025-10-04,Show HN: The Little Book of Maths for LLMs-The maths you need to understand LLMs Article URL: Comments URL: Points: 2 Comments: 1,Neutral,0.0
Self-host your own search engine with YaCy and Docker,"I found the benefits of self-hosting a decentralized search engine using YaCy, an open-source platform that prioritizes privacy.","The way we search for information has changed, and it's only set to expedite as we move into the world of artificial intelligence. We've seen this already with the more popular search engines favorin… [+6147 chars]",2025-10-04T09:00:20Z,https://www.xda-developers.com/built-my-own-search-engine-decentralized-web-crawling-tool/,XDA Developers,Machine Learning,2025-10-04,"Self-host your own search engine with YaCy and Docker I found the benefits of self-hosting a decentralized search engine using YaCy, an open-source platform that prioritizes privacy.",Neutral,0.0
Rezolve AI Target of Unusually Large Options Trading (NASDAQ:RZLV),"Rezolve AI PLC (NASDAQ:RZLV – Get Free Report) was the target of some unusual options trading activity on Friday. Investors acquired 22,797 call options on the company. This is an increase of approximately 65% compared to the average daily volume of 13,810 ca…","Rezolve AI PLC (NASDAQ:RZLV – Get Free Report) was the target of some unusual options trading activity on Friday. Investors acquired 22,797 call options on the company. This is an increase of approxi… [+3019 chars]",2025-10-04T08:23:03Z,https://www.etfdailynews.com/2025/10/04/rezolve-ai-target-of-unusually-large-options-trading-nasdaqrzlv/,ETF Daily News,Machine Learning,2025-10-04,"Rezolve AI Target of Unusually Large Options Trading NASDAQ:RZLV Rezolve AI PLC NASDAQ:RZLV Get Free Report was the target of some unusual options trading activity on Friday. Investors acquired 22,797 call options on the company. This is an increase of approximately 65 compared to the average daily volume of 13,810 ca",Neutral,0.0
